   7.1573140438893110E-002   2.4372503064016039E-004   1.0169298365166757E-004   6.3197674867195762E-005   4.2185335580241570E-005   2.9360026755592469E-005   2.0761126605059200E-005   1.5042257015966219E-005   1.0985139940378117E-005   8.1975361872393867E-006   6.1522239977370905E-006   4.6442736597267704E-006   3.5591110742897836E-006   2.7435885884484150E-006   2.1165674566839409E-006   1.6429194970351983E-006   1.2870404861220480E-006   1.0128881481336130E-006   7.9719868749944522E-007   6.2824562141931792E-007   4.9763888519542451E-007   3.9565994395133117E-007   3.1558378960359907E-007   2.5176264121438205E-007   2.0107558152092548E-007   1.6106450279050037E-007   1.2923671587440432E-007   1.0379313768913553E-007   8.3637462463932708E-008   6.7503783451337536E-008   5.4547445802252286E-008   4.4059906937404026E-008   3.5466362077642849E-008   2.8430256381702559E-008   2.2854770323169431E-008   1.8511522684757499E-008   1.5134858693279239E-008   1.2451102169383828E-008   1.0205729777509812E-008   8.2635487102589658E-009   6.6246180612908239E-009   5.2806351444508942E-009   4.2352799607636069E-009   3.4574125222238432E-009   2.8404605296724162E-009   2.3380298788796524E-009   1.9192229757231830E-009   1.5726997498562284E-009   1.2840050529032148E-009   1.0359421268430962E-009   8.3676458756875011E-010   6.9076859503793360E-010   5.6875442044717711E-010   4.4707847095905536E-010   3.3531928145078363E-010   2.6781700447004721E-010
   5.7694515611068919E-003  -7.9218150640160379E-005  -1.4538128651667568E-005  -5.0685928671957592E-006   9.1944164197584307E-006   1.0439479244407532E-005   1.7805214394940803E-005   1.3003719984033780E-005   1.2388485059621884E-005   8.1898878127606140E-006   8.1749740022629106E-006   1.0164962340273231E-005   7.8031089257102176E-006   9.6221664115515855E-006   9.4531005433160595E-006   6.5627627029648024E-006   5.4418814138779528E-006   4.5011980518663868E-006   4.1208813125005547E-006   5.9827585785806818E-006   6.4579386148045756E-006   6.6670595560486692E-006   7.1267775103964005E-006   7.2351539587856187E-006   6.2665002184790748E-006   5.6066492972094994E-006   4.8098751841255956E-006   6.8038713623108648E-006   9.8386529375360679E-006   9.6598411165486629E-006   1.0992855554197748E-005   1.2306483093062597E-005   1.1486918637922359E-005   8.7521837436182975E-006   6.0554323296768305E-006   5.2960235773152429E-006   4.9685408413067201E-006   4.4969950978306164E-006   4.7467398702224908E-006   5.7894838512897414E-006   9.9902251819387093E-006   1.4801065364855550E-005   1.2158280720039236E-005   6.0668295874777765E-006   6.0808173394703275E-006   1.0443002970121121E-005   7.5000281770242770E-006   7.2740045002501432E-006   1.0747079994947097E-005   9.2218276578731557E-006   6.4118484354124311E-006   8.3420786314049633E-006   1.0259085245579553E-005   6.5580511215290415E-006   4.7268364807185486E-006   5.2260469829955297E-006
   7.1580013411023546E-002   2.4373170142882145E-004   1.0169357973111861E-004   6.3197847691047725E-005   4.2185428670409408E-005   2.9360112743175957E-005   2.0761187437738667E-005   1.5042308995594810E-005   1.0985176475643354E-005   8.1975682695599651E-006   6.1522491230244959E-006   4.6442922121753662E-006   3.5591269644945918E-006   2.7436018698684864E-006   2.1165777116287953E-006   1.6429275201503753E-006   1.2870473251711186E-006   1.0128938931706950E-006   7.9720326566233027E-007   6.2824914907747097E-007   4.9764172351249057E-007   3.9566237454571709E-007   3.1558585864072838E-007   2.5176434563831012E-007   2.0107693371361839E-007   1.6106557950917687E-007   1.2923760349367015E-007   1.0379388974297026E-007   8.3638091109263859E-008   6.7504294094233793E-008   5.4547849739864090E-008   4.4060227819566119E-008   3.5466628002233973E-008   2.8430486418597773E-008   2.2854968824276277E-008   1.8511688599246528E-008   1.5134991496742664E-008   1.2451204692855285E-008   1.0205808933892861E-008   8.2636126436347610E-009   6.6246734230170118E-009   5.2806846895539205E-009   4.2353236195226537E-009   3.4574494049574850E-009   2.8404899350915923E-009   2.3380520309691802E-009   1.9192396773848250E-009   1.5727128783457236E-009   1.2840162381289184E-009   1.0359520022410161E-009   8.3677341962402980E-010   6.9077619367606649E-010   5.6876057351407765E-010   4.4708305413088524E-010   3.3532254918035022E-010   2.6781948426599854E-010
   5.7625785889764553E-003  -7.9224821428821446E-005  -1.4538724731118612E-005  -5.0687656910477225E-006   9.1943233295905933E-006   1.0439393256824043E-005   1.7805153562261336E-005   1.3003668004405189E-005   1.2388448524356647E-005   8.1898557304400356E-006   8.1749488769755043E-006   1.0164943787824635E-005   7.8030930355054094E-006   9.6221531301315137E-006   9.4530902883712034E-006   6.5627546798496254E-006   5.4418745748288817E-006   4.5011923068293054E-006   4.1208767343376692E-006   5.9827550509225289E-006   6.4579357764875096E-006   6.6670571254542827E-006   7.1267754413592718E-006   7.2351522543616903E-006   6.2664988662863818E-006   5.6066482204908232E-006   4.8098742965063303E-006   6.8038706102570297E-006   9.8386523088907370E-006   9.6598406059057671E-006   1.0992855150260136E-005   1.2306482772180435E-005   1.1486918371997767E-005   8.7521835135814030E-006   6.0554321311757240E-006   5.2960234114007543E-006   4.9685407085032568E-006   4.4969949953071452E-006   4.7467397910661074E-006   5.7894837873563654E-006   9.9902251265769831E-006   1.4801065315310446E-005   1.2158280676380478E-005   6.0668295505950431E-006   6.0808173100649088E-006   1.0443002947969031E-005   7.5000281603226152E-006   7.2740044871216543E-006   1.0747079983761871E-005   9.2218276479977578E-006   6.4118484265803763E-006   8.3420786238063239E-006   1.0259085239426485E-005   6.5580511169458691E-006   4.7268364774508192E-006   5.2260469805157340E-006
   7.1586879424904964E-002   2.4373836599809215E-004   1.0169417540112793E-004   6.3198020408504314E-005   4.2185521714025412E-005   2.9360198675552332E-005   2.0761248223372944E-005   1.5042360934885767E-005   1.0985212987799561E-005   8.1976003294155475E-006   6.1522742250139908E-006   4.6443107402802249E-006   3.5591428294802170E-006   2.7436151301480786E-006   2.1165879524847198E-006   1.6429355358659694E-006   1.2870541612880376E-006   1.0128996375518457E-006   7.9720784386378370E-007   6.2825267650229313E-007   4.9764456102149757E-007   3.9566480365984215E-007   3.1558792594614927E-007   2.5176604854500566E-007   2.0107828480671198E-007   1.6106665543237762E-007   1.2923849053579049E-007   1.0379464143875810E-007   8.3638719618206294E-008   6.7504804716023485E-008   5.4548253709969601E-008   4.4060548790502757E-008   3.5466894077505442E-008   2.8430716637334225E-008   2.2855167471634710E-008   1.8511854577863529E-008   1.5135124267204086E-008   1.2451307033308310E-008   1.0205887736297267E-008   8.2636760683643928E-009   6.6247281733258836E-009   5.2807335884130564E-009   4.2353666405571160E-009   3.4574856559956525E-009   2.8405187597879939E-009   2.3380737094405663E-009   1.9192560756204763E-009   1.5727258701524310E-009   1.2840274036864997E-009   1.0359619264872275E-009   8.3678234827182459E-010   6.9078393939699840E-010   5.6876690847740976E-010   4.4708781421419356E-010   3.3532595277396933E-010   2.6782203604914014E-010
   5.7557125750950372E-003  -7.9231485998092140E-005  -1.4539320401127929E-005  -5.0689384085043110E-006   9.1942302859745890E-006   1.0439307324447669E-005   1.7805092776627059E-005   1.3003616065114232E-005   1.2388412012200440E-005   8.1898236705844532E-006   8.1749237749860102E-006   1.0164925259719777E-005   7.8030771705197842E-006   9.6221398698519206E-006   9.4530800475152801E-006   6.5627466641340308E-006   5.4418677387119625E-006   4.5011865624481545E-006   4.1208721561362165E-006   5.9827515234977065E-006   6.4579329389785029E-006   6.6670546963401583E-006   7.1267733740538504E-006   7.2351505514549944E-006   6.2664975151932883E-006   5.6066471445676219E-006   4.8098734094642095E-006   6.8038698585612422E-006   9.8386516803817937E-006   9.6598400952839776E-006   1.0992854746290030E-005   1.2306482451209498E-005   1.1486918105922496E-005   8.7521832833626659E-006   6.0554319325283655E-006   5.2960232454221368E-006   4.9685405757327956E-006   4.4969948929666916E-006   4.7467397122637032E-006   5.7894837239316360E-006   9.9902250718266742E-006   1.4801065266411586E-005   1.2158280633359442E-005   6.0668295143440049E-006   6.0808172812402124E-006   1.0443002926290559E-005   7.5000281439243792E-006   7.2740044741298477E-006   1.0747079972596313E-005   9.2218276380735115E-006   6.4118484176517283E-006   8.3420786160606040E-006   1.0259085233091523E-005   6.5580511121857861E-006   4.7268364740472256E-006   5.2260469779639507E-006
   7.1600581827595267E-002   2.4375166816619875E-004   1.0169536452250587E-004   6.3198365326046867E-005   4.2185707515819068E-005   2.9360370216373986E-005   2.0761369557188098E-005   1.5042464597754654E-005   1.0985285855474148E-005   8.1976643141978807E-006   6.1523243322126139E-006   4.6443477351528731E-006   3.5591745131316403E-006   2.7436416131906573E-006   2.1166084045266700E-006   1.6429515409748902E-006   1.2870678066913240E-006   1.0129111005873188E-006   7.9721697739565558E-007   6.2825971211110103E-007   4.9765021954736049E-007   3.9566964716355871E-007   3.1559204751993450E-007   2.5176944327976109E-007   2.0108097786260583E-007   1.6106879985376515E-007   1.2924025876224391E-007   1.0379614041997186E-007   8.3639973490759555E-008   6.7505823862333461E-008   5.4549060446716223E-008   4.4061190240860470E-008   3.5467426221767294E-008   2.8431177304727811E-008   2.2855565122302296E-008   1.8512186957620418E-008   1.5135390231014672E-008   1.2451512048976191E-008   1.0206045513159914E-008   8.2638028712940489E-009   6.6248373938925203E-009   5.2808309168206294E-009   4.2354521127529518E-009   3.4575575755018743E-009   2.8405758599120503E-009   2.3381165869830648E-009   1.9192884937149508E-009   1.5727516064763087E-009   1.2840496401225180E-009   1.0359817972358868E-009   8.3680029952059542E-010   6.9079955359457538E-010   5.6877971090976852E-010   4.4709747380353893E-010   3.3533290199578898E-010   2.6782725803071715E-010
   5.7420101724047351E-003  -7.9244788166198745E-005  -1.4540509522505872E-005  -5.0692833260468636E-006   9.1940444841809334E-006   1.0439135783626015E-005   1.7804971442811905E-005   1.3003512402245345E-005   1.2388339144525853E-005   8.1897596858021200E-006   8.1748736677873872E-006   1.0164888264847127E-005   7.8030454868683609E-006   9.6221133868093415E-006   9.4530595954733290E-006   6.5627306590251105E-006   5.4418540933086763E-006   4.5011750994126810E-006   4.1208630226043442E-006   5.9827444878888989E-006   6.4579272804526395E-006   6.6670498528364415E-006   7.1267692524800652E-006   7.2351471567202397E-006   6.2664948221373939E-006   5.6066450001462347E-006   4.8098716412377565E-006   6.8038683595800281E-006   9.8386504265092403E-006   9.6598390761376675E-006   1.0992853939553285E-005   1.2306481809759140E-005   1.1486917573778233E-005   8.7521828226952730E-006   6.0554315348776980E-006   5.2960229130423798E-006   4.9685403097689852E-006   4.4969946879510242E-006   4.7467395544868406E-006   5.7894835971287066E-006   9.9902249626061090E-006   1.4801065169083179E-005   1.2158280547887247E-005   6.0668294424244981E-006   6.0808172241400883E-006   1.0443002883413018E-005   7.5000281115062853E-006   7.2740044483935232E-006   1.0747079950359878E-005   9.2218276182027640E-006   6.4118483997004794E-006   8.3420786004464054E-006   1.0259085220289091E-005   6.5580511025261970E-006   4.7268364670980039E-006   5.2260469727419688E-006
   7.1627868584274668E-002   2.4377816471806983E-004   1.0169773409253357E-004   6.3199052909546132E-005   4.2186077913830944E-005   2.9360712066790345E-005   2.0761611358303889E-005   1.5042671162029242E-005   1.0985431056981187E-005   8.1977917957280634E-006   6.1524241529295239E-006   4.6444214260029616E-006   3.5592376137817734E-006   2.7436943493562259E-006   2.1166491269591220E-006   1.6429834064499269E-006   1.2870949742698286E-006   1.0129339240856932E-006   7.9723516390458866E-007   6.2827372281008871E-007   4.9766148922489717E-007   3.9567929441730771E-007   3.1560025715559998E-007   2.5177620479226066E-007   2.0108634106500975E-007   1.6107306966365626E-007   1.2924377855417470E-007   1.0379912335138718E-007   8.3642468208163488E-008   6.7507851622616108E-008   5.4550665889050161E-008   4.4062467162440565E-008   3.5468486054779070E-008   2.8432095446725104E-008   2.2856358257540012E-008   1.8512850413917258E-008   1.5135921568249627E-008   1.2451922090521896E-008   1.0206361489861825E-008   8.2640570969532394E-009   6.6250564553052829E-009   5.2810261210330171E-009   4.2356235057243725E-009   3.4577017518162395E-009   2.8406902871009097E-009   2.3382024414103799E-009   1.9193532580476040E-009   1.5728027972064399E-009   1.2840935979017281E-009   1.0360208569304643E-009   8.3683543676669226E-010   6.9083002088341418E-010   5.6880460245433644E-010   4.4711614251185922E-010   3.3534622571075956E-010   2.6783726315318874E-010
   5.7147234157253340E-003  -7.9271284718069820E-005  -1.4542879092533574E-005  -5.0699709095461287E-006   9.1936740861690567E-006   1.0438793933209656E-005   1.7804729641696113E-005   1.3003305837970757E-005   1.2388193943018814E-005   8.1896322042719372E-006   8.1747738470704754E-006   1.0164814573997040E-005   7.8029823862182270E-006   9.6220606506437738E-006   9.4530188730408771E-006   6.5626987935500742E-006   5.4418269257301715E-006   4.5011522759143068E-006   4.1208448360954115E-006   5.9827304771899114E-006   6.4579160107751028E-006   6.6670402055826925E-006   7.1267610428443995E-006   7.2351403952077396E-006   6.2664894589349903E-006   5.6066407303363440E-006   4.8098681214458258E-006   6.8038653766486129E-006   9.8386479317918374E-006   9.6598370483773853E-006   1.0992852334110950E-005   1.2306480532837560E-005   1.1486916513945222E-005   8.7521819045532745E-006   6.0554307417424601E-006   5.2960222495860828E-006   4.9685397784317505E-006   4.4969942779094785E-006   4.7467392385101383E-006   5.7894833429030474E-006   9.9902247435446949E-006   1.4801064973878966E-005   1.2158280376494275E-005   6.0668292982481843E-006   6.0808171097128989E-006   1.0443002797558590E-005   7.5000280467419522E-006   7.2740043972027931E-006   1.0747079906402098E-005   9.2218275791430695E-006   6.4118483645632336E-006   8.3420785699791182E-006   1.0259085195397545E-005   6.5580510838574884E-006   4.7268364537742891E-006   5.2260469627368462E-006
